FID,Status,Score,Match_addr,City,Region,Postal,Addr_type,StreetID,X,Y,ARC_Street,ARC_City,Field1,Name,Address,City2,City1,State,Phone_Numb
361,M,89.04,"7717 Voice of America Dr, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000014,-84.362681,39.353646,7717 Voice Of America Centre Dr,West Chester,374,CHIPOTLE MEXICAN GRILL,7717 Voice Of America Centre Dr,West Chester,West Chester,OH,513-779-3615
66,T,90.87,"299 Martin Luther King Dr W, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.517475,39.135072,299 Martin Luther King Dr,Cincinnati,363,CHIPOTLE MEXICAN GRILL,299 Martin Luther King Dr,Cincinnati,Corryville,OH,513-559-9300
86,M,90.87,"912 W Galbraith Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000007,-84.51881,39.215953,912 Galbraith Rd,Cincinnati,67,BROWNSWAY WENDYS,912 Galbraith Rd,Cincinnati,Finneytown,OH,513-931-3471
102,T,90.87,"299 Martin Luther King Dr W, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.517475,39.135072,299 Martin Luther King Dr,Cincinnati,386,CHIPOTLE MEXICAN GRILL INCORPORATED,299 Martin Luther King Dr,Cincinnati,Corryville,OH,513-559-0057
163,M,90.87,"1414 N Keowee St, Dayton, OH, 45404",Dayton,OH,45404,StreetAddress,4684000018,-84.188904,39.783359,1414 Keowee St,Dayton,344,TACO BELL,1414 Keowee St,Dayton,Dayton,OH,937-262-7971
166,T,90.87,"4023 W 3rd St, Dayton, OH, 45417",Dayton,OH,45417,StreetAddress,4684000016,-84.252101,39.74962,4023 Third St,Dayton,165,KENTUCKY FRIED CHICKEN,4023 Third St,Dayton,Dayton,OH,937-268-7361
180,T,90.87,"45 W Main St, Dayton, OH, 45426",Dayton,OH,45426,StreetAddress,4684000016,-84.312809,39.797394,45 Main St,Dayton,293,SUBWAY,45 Main St,Dayton,Dayton,OH,937-224-3040
181,T,90.87,"440 S Broad St, Fairborn, OH, 45324",Fairborn,OH,45324,StreetAddress,4684000015,-84.029335,39.817619,440 Broad St,Fairborn,169,KENTUCKY FRIED CHICKEN,440 Broad St,Fairborn,Fairborn,OH,937-878-1977
277,T,90.87,"107 W Main St, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000018,-84.309201,39.360194,107 Main St,Mason,303,SUBWAY SANDWICHES SALADS,107 Main St,Mason,Mason,OH,513-229-7775
296,M,90.87,"1265 Hamilton Lebanon Rd E, Monroe, OH, 45050",Monroe,OH,45050,StreetAddress,4684000016,-84.338987,39.440273,1265 Hamilton Lebanon Rd,Monroe,85,WENDYS OLD FASHIONED HAMBURGERS,1265 Hamilton Lebanon Rd,Monroe,Monroe,OH,513-539-6955
332,M,90.87,"890 W Central Ave, Springboro, OH, 45066",Springboro,OH,45066,StreetAddress,4684000018,-84.26374,39.562705,890 Central Av,Springboro,109,WENDYS OLD FASHIONED HAMBURGERS,890 Central Av,Springboro,Springboro,OH,937-746-7686
334,M,90.87,"1340 E Kemper Rd, Springdale, OH, 45246",Springdale,OH,45246,StreetAddress,4684000008,-84.449661,39.286242,1340 Kemper Rd,Springdale,156,BURGER KING RESTAURANT,1340 Kemper Rd,Springdale,Springdale,OH,513-671-0761
390,T,90.87,"124 W Main St, Xenia, OH, 45385",Xenia,OH,45385,StreetAddress,4684000010,-83.931498,39.684893,124 Main St,Xenia,167,KENTUCKY FRIED CHICKEN,124 Main St,Xenia,Xenia,OH,937-372-8311
139,M,94.49,"Hopple St & Central Pkwy, Cincinnati, OH, 00000",,,,StreetInt,,-84.532933,39.139072,Hopple & Central Pkwy,Cincinnati,229,WHITE CASTLE SYSTEM INCORPORATED,Hopple & Central Pkwy,Cincinnati,Camp Washington,OH,513-861-3222
324,M,94.49,"E Benson St & Reading Rd, Reading, OH, 45215",,,,StreetInt,,-84.441108,39.22263,E Benson & Reading Rd,Reading,227,WHITE CASTLE SYSTEM INCORPORATED,E Benson & Reading Rd,Reading,Reading,OH,513-821-3440
244,M,94.62,"10570 Harrison Ave, Harrison, OH, 45030",Harrison,OH,45030,StreetAddress,4684000008,-84.794752,39.253028,10570 Harisn Av,Harrison Twp,7,MCDONALDS,10570 Harisn Av,Harrison Twp,Harrison Twp,OH,513-367-6839
331,M,95.41,"US 42 & I 275 E, Sharonville, OH, 45241",,,,StreetInt,,-84.3952,39.289078,US 42 & I-275,Sharonville,226,WHITE CASTLE SYSTEM INCORPORATED,US 42 & I-275,Sharonville,Sharonville,OH,513-769-0939
167,M,95.42,"2001 Hospital Dr, Batavia, OH, 45103",Batavia,OH,45103,StreetAddress,4684000007,-84.147441,39.080802,2001 Hospital Dr,East Batavia Heights,33,MCDONALDS,2001 Hospital Dr,East Batavia Heights,East Batavia Heights,OH,513-732-6516
168,M,95.42,"2196 Winemiller Ln, Batavia, OH, 45103",Batavia,OH,45103,StreetAddress,4684000000,-84.152868,39.083031,2196 Winemiller Ln,East Batavia Heights,145,BURGER KING,2196 Winemiller Ln,East Batavia Heights,East Batavia Heights,OH,513-732-3311
170,M,95.42,"2195 Winemiller Ln, Batavia, OH, 45103",Batavia,OH,45103,StreetAddress,4684000000,-84.152948,39.082939,2195 Winemiller Ln,East Batavia Heights,239,GOLD STAR CHILI,2195 Winemiller Ln,East Batavia Heights,East Batavia Heights,OH,513-735-9660
172,M,95.42,"2019 Hospital Dr, Batavia, OH, 45103",Batavia,OH,45103,StreetAddress,4684000007,-84.147366,39.080762,2019 Hospital Dr,East Batavia Heights,194,ARBYS ROAST BEEF RESTAURANTS,2019 Hospital Dr,East Batavia Heights,East Batavia Heights,OH,513-732-3390
69,M,97.16,"11943 Hamilton Ave, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000018,-84.562964,39.301182,11943 Hamltn Av,Cincinnati,278,SUBWAY,11943 Hamltn Av,Cincinnati,Colerain Township,OH,513-674-7827
185,M,97.16,"5165 Pleasant Ave, Fairfield, OH, 45014",Fairfield,OH,45014,StreetAddress,4684000008,-84.560139,39.338683,5165 Plesnt Av,Fairfield,150,BURGER KING,5165 Plesnt Av,Fairfield,Fairfield,OH,513-867-9933
299,M,97.16,"7821 Hamilton Ave, Mount Healthy, OH, 45231",Mount Healthy,OH,45231,StreetAddress,4684000007,-84.548037,39.235174,7821 Hamltn Av,Mt Healthy,255,GOLD STAR CHILI,7821 Hamltn Av,Mt Healthy,Mt Healthy,OH,513-522-4376
300,M,97.16,"7315 Hamilton Ave, Mount Healthy, OH, 45231",Mount Healthy,OH,45231,StreetAddress,4684000008,-84.548632,39.228168,7315 Hamltn Av,Mt Healthy,217,WHITE CASTLE SYSTEM INCORPORATED,7315 Hamltn Av,Mt Healthy,Mt Healthy,OH,513-522-9800
216,M,97.44,"3153 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000003,-84.510278,39.390987,3153 Princtn Rd,Hamilton,289,SUBWAY,3153 Princtn Rd,Hamilton,Fairfield Township,OH,513-893-5445
221,M,97.44,"3101 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000003,-84.511754,39.391062,3101 Princtn Rd,Hamilton,203,ARBYS ROAST BEEF RESTAURANTS,3101 Princtn Rd,Hamilton,Fairfield Township,OH,513-894-2549
224,M,97.44,"2981 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000003,-84.515186,39.39124,2981 Princtn Rd,Hamilton,171,POPEYES,2981 Princtn Rd,Hamilton,Fairfield Township,OH,513-737-4519
225,M,97.44,"3335 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000008,-84.504369,39.390655,3335 Princtn Rd,Hamilton,371,CHIPOTLE MEXICAN GRILL,3335 Princtn Rd,Hamilton,Fairfield Township,OH,513-737-3403
228,M,97.44,"3403 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000008,-84.502298,39.390556,3403 Princtn Rd,Hamilton,57,CHICK FIL A,3403 Princtn Rd,Hamilton,Fairfield Township,OH,513-892-4232
229,M,97.44,"3111 Princeton Rd, Hamilton, OH, 45011",Hamilton,OH,45011,StreetAddress,4684000003,-84.51147,39.391048,3111 Princtn Rd,Hamilton,391,CULVERS OF HAMILTON,3111 Princtn Rd,Hamilton,Fairfield Township,OH,513-785-7600
227,M,97.68,"1003 NW Washington Blvd, Hamilton, OH, 45013",Hamilton,OH,45013,StreetAddress,4684000009,-84.584571,39.424184,1003 NW Washngtn Blvd,Hamilton,201,ARBYS ROAST BEEF RESTAURANTS,1003 NW Washngtn Blvd,Hamilton,Hamilton,OH,513-863-7636
245,M,97.68,"8031 Montgomery Rd, Kenwood, OH, 45236",Kenwood,OH,45236,StreetAddress,4684000008,-84.371859,39.202322,8031 Montgmry Rd,Kenwood,198,ARBYS ROAST BEEF RESTAURANTS,8031 Montgmry Rd,Kenwood,Kenwood,OH,513-791-2727
248,M,97.68,"7916 Montgomery Rd, Kenwood, OH, 45236",Kenwood,OH,45236,StreetAddress,4684000018,-84.377841,39.199782,7916 Montgmry Rd,Kenwood,41,MCDONALDS,7916 Montgmry Rd,Kenwood,Kenwood,OH,513-791-5553
249,M,97.68,"7875 Montgomery Rd, Kenwood, OH, 45236",Kenwood,OH,45236,StreetAddress,4684000018,-84.377495,39.200024,7875 Montgmry Rd,Kenwood,376,CHIPOTLE MEXICAN GRILL,7875 Montgmry Rd,Kenwood,Kenwood,OH,513-793-8200
250,M,97.68,"7896 Montgomery Rd, Kenwood, OH, 45236",Kenwood,OH,45236,StreetAddress,4684000018,-84.378258,39.199636,7896 Montgmry Rd,Kenwood,132,STARBUCKS COFFEE,7896 Montgmry Rd,Kenwood,Kenwood,OH,513-891-7740
253,M,97.68,"7875 Montgomery Rd, Kenwood, OH, 45236",Kenwood,OH,45236,StreetAddress,4684000018,-84.377495,39.200024,7875 Montgmry Rd,Kenwood,139,STARBUCKS COFFEE COMPANY,7875 Montgmry Rd,Kenwood,Kenwood,OH,513-984-1014
266,M,97.68,"8154 Montgomery Rd, Madeira, OH, 45236",Madeira,OH,45236,StreetAddress,4684000018,-84.368758,39.204153,8154 Montgmry Rd,Madeira,377,CHIPOTLE MEXICAN GRILL,8154 Montgmry Rd,Madeira,Madeira,OH,513-936-9188
308,M,97.68,"4474 Montgomery Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000008,-84.457082,39.159022,4474 Montgmry Rd,Norwood,86,WENDYS OLD FASHIONED HAMBURGERS,4474 Montgmry Rd,Norwood,Norwood,OH,513-631-2215
310,M,97.68,"4478 Montgomery Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000008,-84.457034,39.159095,4478 Montgmry Rd,Norwood,330,TACO BELL,4478 Montgmry Rd,Norwood,Norwood,OH,513-531-7291
311,M,97.68,"5075 Montgomery Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000008,-84.453259,39.167193,5075 Montgmry Rd,Norwood,220,WHITE CASTLE SYSTEM INCORPORATED,5075 Montgmry Rd,Norwood,Norwood,OH,513-631-4450
312,M,97.68,"4402 Montgomery Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000008,-84.458032,39.157592,4402 Montgmry Rd,Norwood,357,CHIPOTLE MEXICAN GRILL,4402 Montgmry Rd,Norwood,Norwood,OH,513-351-0100
372,M,98.65,"8342 Princeton Glendale Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000003,-84.461422,39.34938,8342 Princtn-Glendale Rd,West Chester,101,WENDYS OLD FASHIONED HAMBURGERS,8342 Princtn-Glendale Rd,West Chester,West Chester,OH,513-860-3936
375,M,98.65,"8116 Princeton Glendale Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000004,-84.461132,39.354141,8116 Princtn-Glendale Rd,West Chester,204,ARBYS ROAST BEEF RESTAURANTS,8116 Princtn-Glendale Rd,West Chester,West Chester,OH,513-942-2275
171,M,98.84,"2964 PG Graves Ln, Evendale, OH, 45241",Evendale,OH,45241,StreetAddress,4684000007,-84.424563,39.252797,2964 P G Graves Ln,Evendale,188,ARBYS ROAST BEEF RESTAURANTS,2964 P G Graves Ln,Evendale,Evendale,OH,513-530-0130
101,M,98.93,"3659 Stonecreek Blvd, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000015,-84.599841,39.252743,3659 Stone Creek Blvd,Cincinnati,387,FIVE GUYS,3659 Stone Creek Blvd,Cincinnati,Colerain Township,OH,513-245-1530
304,M,98.93,"3478 River Hills Dr, Newtown, OH, 45244",Newtown,OH,45244,StreetAddress,4684000015,-84.355736,39.124229,3478 Riverhills Dr,Newtown,79,WENDYS OLD FASHIONED HAMBURGERS,3478 Riverhills Dr,Newtown,Newtown,OH,513-271-6692
99,M,99.44,"4397 Glen Este Withamsville Rd, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000003,-84.264333,39.08926,4397 Gleneste Withamsville Rd,Cincinnati,385,CHIPOTLE MEXICAN GRILL INCORPORATED,4397 Gleneste Withamsville Rd,Cincinnati,Gleneste,OH,513-947-8201
148,M,99.44,"4402 Glen Este Withamsville Rd, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000003,-84.264084,39.089659,4402 Gleneste Withamsville Rd,Cincinnati,174,POPEYES CHICKEN,4402 Gleneste Withamsville Rd,Cincinnati,Gleneste,OH,513-943-9100
0,M,100,"3787 Waterford Pkwy, Amelia, OH, 45102",Amelia,OH,45102,StreetAddress,4684000016,-84.251428,39.052119,3787 Waterford Pkwy,Amelia,159,KFC,3787 Waterford Pkwy,Amelia,Union Township,OH,513-753-6970
1,M,100,"3790 Waterford Pkwy, Amelia, OH, 45102",Amelia,OH,45102,StreetAddress,4684000016,-84.251368,39.052012,3790 Waterford Pkwy,Amelia,335,TACO BELL,3790 Waterford Pkwy,Amelia,Union Township,OH,513-752-2735
2,M,100,"3789 Waterford Pkwy, Amelia, OH, 45102",Amelia,OH,45102,StreetAddress,4684000016,-84.251402,39.05212,3789 Waterford Pkwy,Amelia,205,ARBYS ROAST BEEF RESTAURANTS,3789 Waterford Pkwy,Amelia,Union Township,OH,513-943-1496
9,M,100,"1815 State Route 125, Amelia, OH, 45102",Amelia,OH,45102,StreetAddress,4684000005,-84.186508,39.01518,1815 State Rt 125,Amelia,298,SUBWAY IN WALMART,1815 State Rt 125,Amelia,Pierce Township,OH,513-797-0451
12,M,100,"11257 Reed Hartman Hwy, Blue Ash, OH, 45241",Blue Ash,OH,45241,StreetAddress,4684000008,-84.37588,39.271158,11257 Reed Hartman Hwy,Blue Ash,360,CHIPOTLE MEXICAN GRILL,11257 Reed Hartman Hwy,Blue Ash,Blue Ash,OH,513-469-1980
13,M,100,"11257 Reed Hartman Hwy, Blue Ash, OH, 45241",Blue Ash,OH,45241,StreetAddress,4684000008,-84.37588,39.271158,11257 Reed Hartman Hwy,Blue Ash,118,STARBUCKS COFFEE,11257 Reed Hartman Hwy,Blue Ash,Blue Ash,OH,513-247-0835
14,M,100,"11007 Reed Hartman Hwy, Blue Ash, OH, 45242",Blue Ash,OH,45242,StreetAddress,4684000008,-84.379815,39.265301,11007 Reed Hartman Hwy,Blue Ash,107,WENDYS OLD FASHIONED HAMBURGERS,11007 Reed Hartman Hwy,Blue Ash,Blue Ash,OH,513-984-4586
15,M,100,"4951 Cornell Rd, Blue Ash, OH, 45242",Blue Ash,OH,45242,StreetAddress,4684000008,-84.371558,39.269509,4951 Cornell Rd,Blue Ash,185,ARBYS ROAST BEEF RESTAURANTS,4951 Cornell Rd,Blue Ash,Blue Ash,OH,513-489-3014
16,M,100,"4640 Cornell Rd, Blue Ash, OH, 45241",Blue Ash,OH,45241,StreetAddress,4684000008,-84.377236,39.270443,4640 Cornell Rd,Blue Ash,18,MCDONALDS,4640 Cornell Rd,Blue Ash,Blue Ash,OH,513-489-0006
17,M,100,"11007 Reed Hartman Hwy, Blue Ash, OH, 45242",Blue Ash,OH,45242,StreetAddress,4684000008,-84.379815,39.265301,11007 Reed Hartman Hwy,Blue Ash,75,WENDYS,11007 Reed Hartman Hwy,Blue Ash,Blue Ash,OH,513-745-9571
18,M,100,"4140 Hunt Rd, Blue Ash, OH, 45236",Blue Ash,OH,45236,StreetAddress,4684000015,-84.396163,39.226246,4140 Hunt Rd,Blue Ash,42,MCDONALDS,4140 Hunt Rd,Blue Ash,Blue Ash,OH,513-793-9870
22,M,100,"3638 Harrison Ave, Cheviot, OH, 45211",Cheviot,OH,45211,StreetAddress,4684000007,-84.610234,39.156191,3638 Harrison Av,Cheviot,87,WENDYS OLD FASHIONED HAMBURGERS,3638 Harrison Av,Cheviot,Cheviot,OH,513-661-1344
23,M,100,"1018 Delta Ave, Cincinnati, OH, 45208",Cincinnati,OH,45208,StreetAddress,4684000007,-84.429952,39.129236,1018 Delta Av,Cincinnati,308,SUBWAY SANDWICHES SALADS,1018 Delta Av,Cincinnati,Mt Lookout,OH,513-321-0123
25,M,100,"7671 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000008,-84.345062,39.072696,7671 Beechmont Av,Cincinnati,2,MCDONALDS,7671 Beechmont Av,Cincinnati,Anderson Township,OH,513-231-4665
26,M,100,"110 Woolper Ave, Cincinnati, OH, 45220",Cincinnati,OH,45220,StreetAddress,4684000008,-84.511735,39.149842,110 Woolper Av,Cincinnati,315,RICHIES RESTAURAUNT,110 Woolper Av,Cincinnati,Clifton,OH,513-559-1878
27,M,100,"5427 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000007,-84.426444,39.17126,5427 Ridge Rd,Cincinnati,6,MCDONALDS,5427 Ridge Rd,Cincinnati,Columbia Township,OH,513-351-2294
28,M,100,"5234 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000016,-84.423841,39.168097,5234 Ridge Rd,Cincinnati,316,JACK IN THE BOX,5234 Ridge Rd,Cincinnati,Columbia Township,OH,513-531-5225
29,M,100,"4871 Reading Rd, Cincinnati, OH, 45237",Cincinnati,OH,45237,StreetAddress,4684000007,-84.467118,39.175093,4871 Reading Rd,Cincinnati,314,RICHIES FAST FOOD RESTAURANT,4871 Reading Rd,Cincinnati,Bond Hill,OH,513-641-1877
31,M,100,"9677 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000017,-84.596398,39.247183,9677 Colerain Av,Cincinnati,8,MCDONALDS,9677 Colerain Av,Cincinnati,Colerain Township,OH,513-385-5624
32,T,100,"2500 Highland Ave, Cincinnati, OH, 45219",Cincinnati,OH,45219,StreetAddress,4684000015,-84.50333,39.126806,2500 Highland Av,Cincinnati,319,TACO BELL,2500 Highland Av,Cincinnati,Mt Auburn,OH,513-221-2373
34,M,100,"4025 Mount Carmel Tobasco Rd, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000017,-84.300451,39.0713,4025 Mt Carmel-Tobasco Rd,Cincinnati,14,MCDONALDS,4025 Mt Carmel-Tobasco Rd,Cincinnati,Cherry Grove,OH,513-449-7361
36,M,100,"5341 Glenway Ave, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.605148,39.126969,5341 Glenway Av,Cincinnati,15,MCDONALDS,5341 Glenway Av,Cincinnati,Price Hill,OH,513-451-1418
38,M,100,"9449 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000010,-84.594852,39.243075,9449 Colerain Av,Cincinnati,321,TACO BELL,9449 Colerain Av,Cincinnati,Colerain Township,OH,513-245-1735
39,M,100,"4025 Mount Carmel Tobasco Rd, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000017,-84.300451,39.0713,4025 Mt Carmel-Tobasco Rd,Cincinnati,21,MCDONALDS,4025 Mt Carmel-Tobasco Rd,Cincinnati,Cherry Grove,OH,513-528-1226
41,M,100,"9254 Winton Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000007,-84.509476,39.234458,9254 Winton Rd,Cincinnati,20,MCDONALDS,9254 Winton Rd,Cincinnati,Springfield Twp,OH,513-522-0833
42,M,100,"3941 Red Bank Rd, Cincinnati, OH, 45227",Cincinnati,OH,45227,StreetAddress,4684000014,-84.404914,39.146879,3941 Red Bank Rd,Cincinnati,323,TACO BELL,3941 Red Bank Rd,Cincinnati,Oakley,OH,513-271-0102
44,M,100,"919 North Bend Rd, Cincinnati, OH, 45224",Cincinnati,OH,45224,StreetAddress,4684000008,-84.520839,39.2013,919 North Bend Rd,Cincinnati,22,MCDONALDS,919 North Bend Rd,Cincinnati,College Hill,OH,513-541-8888
45,M,100,"6433 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.62789,39.150441,6433 Glenway Av,Cincinnati,26,MCDONALDS,6433 Glenway Av,Cincinnati,Bridgetown,OH,513-574-8535
46,M,100,"5425 N Bend Rd, Cincinnati, OH, 45247",Cincinnati,OH,45247,StreetAddress,4684000007,-84.601212,39.188755,5425 North Bend Rd,Cincinnati,27,MCDONALDS,5425 North Bend Rd,Cincinnati,Monfort Heights,OH,513-662-2217
47,M,100,"5404 N Bend Rd, Cincinnati, OH, 45247",Cincinnati,OH,45247,StreetAddress,4684000007,-84.601699,39.188225,5404 North Bend Rd,Cincinnati,326,TACO BELL,5404 North Bend Rd,Cincinnati,Monfort Heights,OH,513-389-1172
48,M,100,"5060 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000015,-84.611303,39.09517,5060 Delhi Rd,Cincinnati,327,TACO BELL,5060 Delhi Rd,Cincinnati,Delhi Township,OH,513-451-7576
50,M,100,"5659 Rapid Run Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.633617,39.111822,5659 Rapid Run Rd,Cincinnati,291,SUBWAY,5659 Rapid Run Rd,Cincinnati,Delhi Township,OH,513-922-6333
51,M,100,"812 Eastgate North Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.271727,39.099879,812 Eastgate North Dr,Cincinnati,36,MCDONALDS,812 Eastgate North Dr,Cincinnati,Gleneste,OH,513-752-2008
52,M,100,"8157 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000008,-84.328228,39.072813,8157 Beechmont Av,Cincinnati,328,TACO BELL,8157 Beechmont Av,Cincinnati,Anderson Township,OH,513-474-5138
53,M,100,"5061 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000015,-84.611373,39.095048,5061 Delhi Rd,Cincinnati,290,SUBWAY,5061 Delhi Rd,Cincinnati,Delhi Township,OH,513-922-1781
54,M,100,"9200 Winton Rd, Cincinnati, OH, 45231",Cincinnati,OH,45231,StreetAddress,4684000007,-84.509559,39.233681,9200 Winton Rd,Cincinnati,329,TACO BELL,9200 Winton Rd,Cincinnati,Springfield Twp,OH,513-521-1097
55,M,100,"8339 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000017,-84.587051,39.222406,8339 Colerain Av,Cincinnati,35,MCDONALDS,8339 Colerain Av,Cincinnati,Colerain Township,OH,513-741-0266
56,M,100,"7142 Reading Rd, Cincinnati, OH, 45237",Cincinnati,OH,45237,StreetAddress,4684000008,-84.462348,39.190527,7142 Reading Rd,Cincinnati,32,MCDONALDS,7142 Reading Rd,Cincinnati,Roselawn,OH,513-731-4508
57,M,100,"6579 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.6291,39.15564,6579 Glenway Av,Cincinnati,333,TACO BELL,6579 Glenway Av,Cincinnati,Bridgetown,OH,513-574-0049
58,M,100,"820 Eastgate South Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000014,-84.267572,39.095034,820 Eastgate South Dr,Cincinnati,336,TACO BELL,820 Eastgate South Dr,Cincinnati,Summerside,OH,513-752-6010
59,M,100,"5201 Delhi Rd, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.615812,39.094327,5201 Delhi Rd,Cincinnati,356,CHIPOTLE MEXICAN GRILL,5201 Delhi Rd,Cincinnati,Delhi Township,OH,513-347-0500
60,M,100,"7630 Beechmont Ave, Cincinnati, OH, 45255",Cincinnati,OH,45255,StreetAddress,4684000007,-84.346199,39.07282,7630 Beechmont Av,Cincinnati,355,CHIPOTLE MEXICAN GRILL,7630 Beechmont Av,Cincinnati,Anderson Township,OH,513-231-0157
61,M,100,"7900 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000007,-84.585517,39.217659,7900 Colerain Av,Cincinnati,186,ARBYS ROAST BEEF RESTAURANTS,7900 Colerain Av,Cincinnati,Colerain Township,OH,513-521-0043
62,M,100,"5500 Colerain Ave, Cincinnati, OH, 45239",Cincinnati,OH,45239,StreetAddress,4684000008,-84.570512,39.191286,5500 Colerain Av,Cincinnati,331,TACO BELL,5500 Colerain Av,Cincinnati,Mt Airy,OH,513-541-2366
63,M,100,"4370 Eastgate Square Dr, Cincinnati, OH, 45245",Cincinnati,OH,45245,StreetAddress,4684000007,-84.270639,39.092925,4370 Eastgate Square Dr,Cincinnati,282,SUBWAY,4370 Eastgate Square Dr,Cincinnati,Summerside,OH,513-752-7827
64,M,100,"5555 Glenway Ave, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.609383,39.131293,5555 Glenway Av,Cincinnati,359,CHIPOTLE MEXICAN GRILL,5555 Glenway Av,Cincinnati,Westwood,OH,513-451-2683
65,M,100,"9430 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000010,-84.594583,39.24314,9430 Colerain Av,Cincinnati,358,CHIPOTLE MEXICAN GRILL,9430 Colerain Av,Cincinnati,Colerain Township,OH,513-385-2156
67,M,100,"5234 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000016,-84.423841,39.168097,5234 Ridge Rd,Cincinnati,51,JACK IN THE BOX,5234 Ridge Rd,Cincinnati,Columbia Township,OH,513-531-5225
70,M,100,"5301 Ridge Rd, Cincinnati, OH, 45213",Cincinnati,OH,45213,StreetAddress,4684000007,-84.424312,39.168735,5301 Ridge Rd,Cincinnati,277,SUBWAY,5301 Ridge Rd,Cincinnati,Columbia Township,OH,513-631-6767
71,M,100,"9470 Colerain Ave, Cincinnati, OH, 45251",Cincinnati,OH,45251,StreetAddress,4684000010,-84.594825,39.243802,9470 Colerain Av,Cincinnati,53,CHICK FIL A,9470 Colerain Av,Cincinnati,Colerain Township,OH,513-245-0451
72,M,100,"6550 Glenway Ave, Cincinnati, OH, 45211",Cincinnati,OH,45211,StreetAddress,4684000008,-84.628468,39.154497,6550 Glenway Av,Cincinnati,275,SUBWAY,6550 Glenway Av,Cincinnati,Bridgetown,OH,513-598-1114
73,M,100,"3949 Spring Grove Ave, Cincinnati, OH, 45223",Cincinnati,OH,45223,StreetAddress,4684000017,-84.539694,39.158172,3949 Spring Grove Av,Cincinnati,274,SUBWAY,3949 Spring Grove Av,Cincinnati,Northside,OH,513-541-0560
74,M,100,"5301 Glenway Ave, Cincinnati, OH, 45238",Cincinnati,OH,45238,StreetAddress,4684000008,-84.604371,39.125839,5301 Glenway Av,Cincinnati,273,SUBWAY,5301 Glenway Av,Cincinnati,Price Hill,OH,513-510-4054
