"id","id2","geography","population","population.moe","mpop","mpop.moe","fpop","fpop.moe","white","white.moe","black","black.moe","ind.alaska","ind.alaska.moe","asian","asian.moe","hawaiian","hawaiian.moe","other","other.moe","two.races","two.races.moe","hispanic","hispanic.moe","fam.houses","fam.houses.moe","married.fams","married.fams.moe","nonfam.houses","nonfam.houses.moe","highschool","highschool.moe","ged","ged.moe","less1yr.college","less1yr.college.moe","some.college","some.college.moe","associates","associates.moe","bachelors","bachelors.moe","masters","masters.moe","professional","professional.moe","doctorate","doctorate.moe","med.income","med.income.moe","pc.income","pc.income.moe","poverty","poverty.moe","med.home.val","med.home.val.moe","m.18to19","m.18to19.moe","m.20","m.20.moe","m.21","m.21.moe","m.22to24","m.22to24.moe","m.25to29","m.25to29.moe","m.30to34","m.30to34.moe","m.35to39","m.35to39.moe","m.40to44","m.40to44.moe","m.45to49","m.45to49.moe","m.50to54","m.50to54.moe","m.55to59","m.55to59.moe","m.60to61","m.60to61.moe","m.62to64","m.62to64.moe","m.65to66","m.65to66.moe","m.67to69","m.67to69.moe","m.70to74","m.70to74.moe","m.75to79","m.75to79.moe","m.80to84","m.80to84.moe","m.85up","m.85up.moe","f.18to19","f.18to19.moe","f.20","f.20.moe","f.21","f.21.moe","f.22to24","f.22to24.moe","f.25to29","f.25to29.moe","f.30to34","f.30to34.moe","f.35to39","f.35to39.moe","f.40to44","f.40to44.moe","f.45to49","f.45to49.moe","f.50to54","f.50to54.moe","f.55to59","f.55to59.moe","f.60to61","f.60to61.moe","f.62to64","f.62to64.moe","f.65to66","f.65to66.moe","f.67to69","f.67to69.moe","f.70to74","f.70to74.moe","f.75to79","f.75to79.moe","f.80to84","f.80to84.moe","f.85up","f.85up.moe","pc_high_school_graduates_25older","pc_not_high_school_graduates_16to19","jobless_16_19","median_size_over_3"
"1500000US390610056002",3.9061e+11,"Block Group 2, Census Tract 56, Hamilton County, Ohio",1664,346,881,259,783,165,1251,307,385,277,0,11,17,30,0,11,0,11,11,19,11,19,420,123,317,115,283,95,333,164,35,41,70,55,124,76,114,82,341,142,89,75,0,11,17,27,"56763","10812",41109,21610,11,21,"98600","8124",0,11,0,11,9,17,14,21,78,77,105,63,89,52,67,53,18,28,38,35,83,70,24,40,0,11,15,24,42,35,0,11,23,31,0,11,15,23,0,11,0,11,0,11,37,37,127,75,64,50,78,59,76,58,30,35,26,30,80,58,39,63,15,23,11,17,34,35,14,23,16,25,0,11,14,24,0.91973791973792,0,1,1
"1500000US390610056003",3.9061e+11,"Block Group 3, Census Tract 56, Hamilton County, Ohio",1116,532,519,291,597,285,648,389,381,336,0,11,0,11,0,11,0,11,87,118,0,11,212,146,113,106,285,104,123,76,69,93,23,38,191,118,189,136,144,109,14,26,15,25,5,12,"34406","8810",20180,6557,82,85,"113800","3455",0,11,0,11,0,11,0,11,62,65,116,119,85,101,25,38,51,51,17,24,0,11,0,11,5,12,0,11,11,19,12,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,38,73,81,67,95,65,71,0,11,58,61,16,27,0,11,33,41,0,11,11,17,32,30,0,11,0,11,11,18,1,0,0,1
"1500000US390610056004",3.9061e+11,"Block Group 4, Census Tract 56, Hamilton County, Ohio",1315,440,682,326,633,211,448,325,867,359,0,11,0,11,0,11,0,11,0,11,188,295,347,128,186,93,245,108,332,200,13,22,16,27,92,60,126,95,156,97,59,62,0,11,0,11,"21739","17236",21474,6891,118,117,"88100","10615",0,11,65,92,0,11,0,11,95,80,45,52,16,27,17,28,0,11,0,11,152,88,29,37,22,33,14,25,33,36,0,11,13,20,0,11,11,20,41,57,0,11,0,11,91,108,49,60,42,47,46,66,48,76,13,22,82,78,90,78,20,32,15,25,25,29,46,43,0,11,0,11,25,30,0,11,0.837552742616034,0,1,1
"1500000US390610056005",3.9061e+11,"Block Group 5, Census Tract 56, Hamilton County, Ohio",902,260,407,149,495,232,806,265,96,73,0,11,0,11,0,11,0,11,0,11,0,11,207,91,109,67,205,97,134,97,53,48,0,11,86,76,83,73,142,78,132,97,9,15,0,11,"62500","20071",28290,4461,0,11,"106900","14489",0,11,0,11,0,11,0,11,49,44,30,35,24,37,38,43,19,33,0,11,82,80,0,11,16,24,19,31,27,29,37,58,0,11,0,11,15,24,0,11,0,11,19,31,39,41,23,28,0,11,34,43,76,108,0,11,0,11,17,25,20,32,66,47,71,86,21,24,0,11,0,11,23,27,0,11,0.903818953323904,0,0,1
"1500000US390610057011",3.9061e+11,"Block Group 1, Census Tract 57.01, Hamilton County, Ohio",1141,334,554,218,587,176,726,279,261,134,1,2,13,19,0,11,119,133,21,30,87,127,303,95,195,82,136,58,156,106,8,18,16,17,86,69,37,36,109,69,140,61,86,69,16,17,"70982","34016",39387,9309,73,65,"268600","43265",22,26,0,11,0,11,11,18,0,11,28,32,38,34,25,39,82,69,20,23,28,22,10,16,39,31,8,13,38,42,0,11,0,11,0,11,20,33,2,5,0,11,38,59,17,23,38,46,52,38,14,21,53,56,65,62,49,38,25,24,29,20,16,19,17,19,14,24,0,11,0,11,12,14,0,11,0.908333333333333,0,0.577777777777778,1
"1500000US390610057012",3.9061e+11,"Block Group 2, Census Tract 57.01, Hamilton County, Ohio",628,158,297,88,331,83,558,152,63,67,0,11,7,10,0,11,0,11,0,11,0,11,176,57,160,56,165,90,31,26,6,10,17,22,119,73,29,41,195,110,63,35,9,13,13,16,"59861","22317",47782,12915,11,18,"149400","53027",0,11,0,11,0,11,16,24,13,24,57,61,13,20,16,25,9,16,34,25,0,11,44,55,17,18,7,11,12,15,15,16,0,11,0,11,0,11,0,11,11,18,0,11,0,11,15,26,33,32,10,16,16,26,24,20,36,41,33,26,8,13,44,55,13,14,9,13,10,12,0,11,6,12,0,11,0.975708502024291,0,0,1
"1500000US390610057013",3.9061e+11,"Block Group 3, Census Tract 57.01, Hamilton County, Ohio",1181,231,526,131,655,148,774,216,382,118,0,11,0,11,0,11,14,22,11,18,40,50,311,93,192,78,302,85,94,46,59,48,62,57,102,62,109,68,358,126,39,33,0,11,0,11,"44196","11552",25186,4580,43,46,"138100","20378",0,11,0,11,0,11,19,18,60,54,36,32,52,37,11,17,15,19,48,31,53,44,0,11,21,25,0,11,19,20,19,22,19,30,0,11,8,12,0,11,13,24,0,11,31,24,70,65,59,33,82,60,39,32,20,24,44,45,44,35,21,24,48,49,32,27,13,15,9,14,32,38,0,11,10,14,0.930995475113122,0,0,1
"1500000US390610057021",3.9061e+11,"Block Group 1, Census Tract 57.02, Hamilton County, Ohio",1131,329,661,229,470,161,770,237,290,172,0,11,0,11,0,11,0,11,71,88,27,44,294,83,196,76,153,71,94,59,0,11,39,41,27,28,96,77,370,196,107,64,19,33,21,25,"84792","41214",38043,7554,20,31,"169100","23185",0,11,0,11,0,11,0,11,116,120,33,39,29,34,62,53,0,11,50,45,56,54,24,27,19,26,7,13,21,26,7,12,8,13,0,11,0,11,0,11,0,11,0,11,12,19,61,48,17,32,0,11,88,64,0,11,29,33,22,29,26,31,65,58,47,35,0,11,7,13,5,14,12,19,12,19,0.939246658566221,0,1,1
"1500000US390610057022",3.9061e+11,"Block Group 2, Census Tract 57.02, Hamilton County, Ohio",1402,513,688,282,714,257,876,370,411,207,0,11,0,11,0,11,115,184,0,11,17,23,341,156,317,152,236,111,128,97,0,11,18,24,266,166,32,35,236,125,204,105,0,11,0,11,"61712","4823",29222,6369,24,39,"175900","36116",0,11,0,11,0,11,12,22,37,40,55,53,23,31,22,34,100,107,0,11,15,21,4,10,30,31,0,11,0,11,94,70,57,48,0,11,5,10,0,11,61,99,0,11,0,11,33,37,71,64,75,88,127,116,20,25,70,50,5,11,0,11,0,11,23,26,53,59,58,48,4,10,0,11,35,43,0.87007874015748,0,0,1
"1500000US390610057023",3.9061e+11,"Block Group 3, Census Tract 57.02, Hamilton County, Ohio",786,256,408,211,378,124,555,260,231,130,0,11,0,11,0,11,0,11,0,11,150,191,133,105,61,59,372,115,111,80,5,5,26,29,5,7,115,92,222,127,101,72,15,27,0,11,"56782","21438",38204,5311,0,11,"181100","42589",0,11,0,11,0,11,4,8,68,71,94,117,31,33,54,80,2,5,0,11,72,59,9,17,74,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,0,11,13,21,38,43,2,4,49,44,18,30,105,107,12,20,46,55,18,31,14,22,15,20,12,18,0,11,0,11,0,11,9,16,0.808625336927224,0,0,1
"1500000US390610057024",3.9061e+11,"Block Group 4, Census Tract 57.02, Hamilton County, Ohio",815,241,401,146,414,144,535,261,280,155,0,11,0,11,0,11,0,11,0,11,11,17,170,96,157,93,330,125,146,86,42,39,26,32,57,52,13,21,283,202,40,52,16,27,0,11,"39079","9916",32549,5522,0,11,"113600","29927",0,11,0,11,0,11,0,11,91,81,23,36,55,47,68,75,12,19,0,11,27,31,44,44,0,11,8,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,44,14,22,22,35,119,102,13,24,0,11,73,54,32,37,0,11,26,32,0,11,0,11,0,11,27,29,0,11,0,11,0.952599388379205,0,1,1
"1500000US390610058001",3.9061e+11,"Block Group 1, Census Tract 58, Hamilton County, Ohio",1162,275,444,173,718,173,646,272,475,182,0,11,0,11,0,11,41,52,0,11,0,11,237,93,204,91,442,149,227,94,0,11,46,48,128,75,85,61,188,108,85,73,13,22,32,37,"37375","22404",33338,7289,0,11,"133800","23706",0,11,0,11,10,24,41,41,8,17,16,27,16,30,0,11,33,37,22,33,44,40,62,100,20,17,0,11,0,11,35,44,38,45,0,11,42,48,6,15,15,27,0,11,22,28,0,11,17,30,28,32,24,34,56,55,123,80,75,60,0,11,10,17,0,11,37,44,32,35,68,80,21,32,118,61,0.850793650793651,0,1,1
"1500000US390610058002",3.9061e+11,"Block Group 2, Census Tract 58, Hamilton County, Ohio",653,280,477,220,176,125,281,162,351,244,0,11,21,37,0,11,0,11,0,11,80,90,213,116,49,39,87,98,79,81,0,11,13,24,146,143,82,100,59,61,48,50,7,13,43,63,"80584","28993",46187,17736,0,11,"197400","164796",0,11,0,11,0,11,131,126,102,100,56,79,0,11,42,62,13,24,43,63,29,39,9,15,0,11,0,11,19,29,0,11,21,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,24,85,100,13,21,8,13,0,11,9,15,0,11,18,28,0,11,0,11,0,11,18,32,0.957831325301205,0,0,1
"1500000US390610058003",3.9061e+11,"Block Group 3, Census Tract 58, Hamilton County, Ohio",1092,350,482,189,610,209,653,328,400,205,0,11,0,11,0,11,39,58,0,11,0,11,282,109,113,92,226,82,181,133,21,32,18,29,93,75,146,104,94,69,107,61,11,18,12,19,"65270","20075",29646,5434,56,75,"106600","24889",0,11,0,11,25,38,25,38,66,60,0,11,68,80,86,63,0,11,17,31,36,41,11,18,0,11,0,11,19,31,18,29,0,11,0,11,14,22,0,11,0,11,0,11,0,11,19,32,96,85,83,82,11,19,17,31,18,29,50,50,14,23,0,11,0,11,0,11,80,59,6,12,20,32,34,38,0.872286079182631,0,1,1
"1500000US390610058004",3.9061e+11,"Block Group 4, Census Tract 58, Hamilton County, Ohio",1337,472,723,335,614,252,207,197,1108,464,0,11,0,11,0,11,0,11,22,36,0,11,226,125,42,46,564,212,275,176,122,136,309,188,198,184,12,20,144,156,24,39,0,11,0,11,"30565","10605",21153,5882,11,19,"76100","23122",0,11,0,11,0,11,26,45,193,211,0,11,0,11,20,33,71,115,60,96,162,148,0,11,18,29,0,11,0,11,139,113,0,11,12,20,0,11,0,11,0,11,0,11,12,21,116,137,81,128,11,21,0,11,0,11,43,50,99,61,12,22,28,32,0,11,0,11,21,33,0,11,13,23,95,91,0.90787269681742,0,1,1
"1500000US390610058005",3.9061e+11,"Block Group 5, Census Tract 58, Hamilton County, Ohio",1475,635,879,446,596,252,118,229,1214,670,0,11,0,11,0,11,106,176,37,56,105,111,306,130,145,126,156,97,202,180,0,11,29,36,125,76,25,39,155,109,105,110,0,11,0,11,"47045","22578",16727,4970,81,81,"78500","39721",0,11,0,11,0,11,54,69,13,25,0,11,137,110,30,34,13,20,11,18,9,17,19,30,0,11,60,90,0,11,41,47,0,11,51,77,67,86,51,60,18,35,0,11,0,11,37,58,106,108,12,24,92,86,0,11,10,17,0,11,17,26,19,38,0,11,21,33,20,32,0,11,0,11,11,20,0.805276381909548,0,0.631578947368421,0
"1500000US390610059001",3.9061e+11,"Block Group 1, Census Tract 59, Hamilton County, Ohio",1233,90,601,61,632,67,630,74,483,114,0,11,36,28,0,11,5,8,79,42,14,13,261,49,160,37,340,47,91,36,21,20,25,17,88,45,100,39,223,54,166,37,15,12,28,24,"47734","6017",29124,3995,64,43,"194400","9559",0,11,24,29,0,11,24,19,75,37,46,22,48,27,35,19,41,27,45,24,29,17,11,11,12,12,26,22,10,12,11,13,0,11,0,11,0,11,5,7,4,6,4,7,34,18,81,34,37,20,37,19,36,19,9,10,41,21,63,32,9,9,41,22,17,16,21,15,22,20,0,11,0,11,0,11,0.942714819427148,0,0.571428571428571,1
"1500000US390610060001",3.9061e+11,"Block Group 1, Census Tract 60, Hamilton County, Ohio",995,536,769,484,226,158,782,539,213,183,0,11,0,11,0,11,0,11,0,11,288,230,206,116,72,62,128,102,186,206,40,62,16,26,98,107,26,46,0,11,30,40,0,11,0,11,"24188","13811",12823,7503,67,80,"-","**",53,76,0,11,0,11,0,11,57,83,40,66,175,193,73,94,7,15,0,11,4,8,15,26,15,24,0,11,0,11,16,26,0,11,18,31,0,11,50,72,0,11,16,30,15,23,26,46,41,64,0,11,15,27,0,11,16,27,17,33,0,11,0,11,0,11,15,26,0,11,0,11,0,11,0,11,0.72,0.309278350515464,0.582677165354331,1
"1500000US390610060002",3.9061e+11,"Block Group 2, Census Tract 60, Hamilton County, Ohio",809,317,543,230,266,136,519,219,145,182,0,11,145,215,0,11,0,11,0,11,0,11,184,107,147,100,262,138,288,154,17,23,21,33,80,72,36,39,51,54,14,25,0,11,0,11,"50139","29345",25640,10367,43,68,"70600","15882",3,15,0,11,0,11,0,11,95,105,25,40,16,23,3,11,32,52,139,135,29,46,50,60,6,13,17,28,16,25,0,11,35,39,0,11,0,11,0,11,0,11,0,11,47,68,0,11,3,11,17,24,0,11,45,55,65,81,0,11,18,30,30,48,18,27,6,12,0,11,0,11,0,11,0,11,0.762406015037594,0,0,1
"1500000US390610060003",3.9061e+11,"Block Group 3, Census Tract 60, Hamilton County, Ohio",1099,395,447,198,652,223,706,337,393,242,0,11,0,11,0,11,0,11,0,11,52,85,329,153,226,130,283,147,231,136,34,56,17,26,200,155,25,36,141,101,70,64,0,11,0,11,"46375","32265",28568,5063,0,11,"84600","5066",0,11,0,11,0,11,68,81,47,58,4,12,25,33,40,61,0,11,108,87,96,100,0,11,0,11,0,11,0,11,14,23,0,11,17,26,0,11,11,22,0,11,53,89,21,33,52,63,49,50,14,23,14,30,0,11,170,125,85,73,15,24,18,27,0,11,17,28,72,66,0,11,17,26,17,26,0.805836139169472,0,0,1
"1500000US390610060004",3.9061e+11,"Block Group 4, Census Tract 60, Hamilton County, Ohio",1849,823,797,443,1052,405,317,162,1479,759,0,11,10,22,0,11,0,11,43,92,0,11,411,152,305,125,232,122,520,319,27,45,112,122,151,112,258,146,118,117,32,48,0,11,5,11,"34919","27922",15651,5406,73,74,"120000","51525",0,11,0,11,0,11,21,32,201,250,167,119,45,52,39,65,58,70,92,94,35,60,0,11,0,11,0,11,0,11,0,11,32,41,0,11,0,11,0,11,21,36,119,112,157,108,117,115,24,38,138,129,61,80,24,42,104,111,0,11,0,11,0,11,16,26,15,28,18,30,71,74,4,17,17,27,0.956964006259781,0,0,1
"1500000US390610060005",3.9061e+11,"Block Group 5, Census Tract 60, Hamilton County, Ohio",1076,340,368,168,708,268,618,191,390,310,0,11,14,18,0,11,0,11,54,88,0,11,112,84,71,57,558,167,255,90,0,11,24,30,131,83,41,65,234,156,47,43,36,51,35,40,"33924","4609",37755,19717,10,17,"-","**",0,11,0,11,0,11,10,17,53,49,18,40,4,8,0,11,42,46,103,129,0,11,0,11,11,25,0,11,0,11,49,76,0,11,0,11,32,26,0,11,0,11,16,26,69,91,38,47,19,32,41,65,0,11,0,11,45,52,23,33,0,11,29,31,0,11,0,11,11,27,0,11,60,51,225,82,1,0,1,1
"1500000US390610061001",3.9061e+11,"Block Group 1, Census Tract 61, Hamilton County, Ohio",1012,252,491,140,521,153,616,254,292,129,36,51,0,11,0,11,8,13,60,46,151,152,278,76,123,73,164,66,256,116,67,68,60,52,56,45,32,30,79,56,6,9,9,15,0,11,"38750","21621",17453,4656,49,56,"72600","3293",24,31,0,11,0,11,0,11,34,35,95,66,9,16,36,51,0,11,64,51,40,25,6,9,11,19,8,12,0,11,29,30,4,6,0,11,6,9,0,11,0,11,0,11,9,14,10,16,93,54,57,56,11,19,0,11,32,30,100,61,0,11,14,16,0,11,6,9,21,20,0,11,28,24,0,11,0.791316526610644,1,0.888888888888889,1
"1500000US390610061002",3.9061e+11,"Block Group 2, Census Tract 61, Hamilton County, Ohio",1555,354,671,190,884,223,939,277,272,136,13,23,0,11,0,11,299,324,32,27,418,337,330,81,99,56,251,96,334,138,73,47,58,43,80,56,36,32,58,39,45,30,0,11,0,11,"29306","24833",15527,4171,117,67,"66000","18847",8,12,0,11,9,14,0,11,76,87,101,86,76,56,40,36,91,81,90,65,7,12,33,37,2,4,0,11,7,11,0,11,15,18,0,11,0,11,21,26,0,11,0,11,0,11,103,73,72,53,55,39,26,31,122,97,28,22,40,28,37,33,28,31,0,11,39,41,30,25,19,21,11,18,0,11,0.59581881533101,0,1,0
"1500000US390610063001",3.9061e+11,"Block Group 1, Census Tract 63, Hamilton County, Ohio",791,256,243,100,548,199,59,74,722,258,0,11,10,16,0,11,0,11,0,11,0,11,222,83,96,55,102,59,138,70,48,32,48,44,118,74,24,22,86,62,18,19,0,11,5,8,"53917","7454",22698,4797,29,37,"95000","12940",0,11,0,11,0,11,0,11,27,31,0,11,0,11,8,12,0,11,7,13,49,51,7,12,30,27,8,15,0,11,24,22,21,24,0,11,0,11,0,11,0,11,30,40,21,26,45,46,10,16,23,36,48,50,0,11,20,22,120,64,0,11,37,30,15,18,0,11,47,30,17,18,8,13,11,17,0.833333333333333,0,1,1
"1500000US390610063002",3.9061e+11,"Block Group 2, Census Tract 63, Hamilton County, Ohio",1332,272,540,156,792,165,193,156,1132,235,0,11,7,11,0,11,0,11,0,11,0,11,365,90,136,65,323,107,286,119,46,46,85,56,132,66,72,47,103,73,27,42,0,11,0,11,"31618","11860",18763,3432,75,58,"75200","6303",0,11,15,24,27,41,14,25,0,11,0,11,0,11,0,11,10,17,16,20,72,58,61,59,9,14,31,36,38,33,16,18,20,22,25,24,0,11,43,46,0,11,0,11,14,21,81,57,0,11,23,37,23,32,78,65,60,52,72,52,41,40,44,44,9,15,61,45,24,23,31,28,29,26,43,33,0.818974918211559,0,0.619469026548673,1
"1500000US390610063003",3.9061e+11,"Block Group 3, Census Tract 63, Hamilton County, Ohio",884,270,391,157,493,169,17,17,858,272,0,11,9,14,0,11,0,11,0,11,14,21,235,82,114,61,180,72,276,109,7,11,110,85,54,44,50,43,32,39,0,11,0,11,0,11,"29688","9294",14171,4016,89,58,"88200","13264",0,11,0,11,0,11,0,11,2,5,0,11,21,35,44,46,66,55,0,11,14,17,11,16,47,40,0,11,15,19,0,11,16,17,10,14,9,14,22,36,0,11,0,11,9,16,3,6,26,41,39,40,34,39,25,27,20,22,58,46,20,22,0,11,0,11,59,55,26,20,26,23,10,17,10,16,0.865793780687398,0,0,1
"1500000US390610063004",3.9061e+11,"Block Group 4, Census Tract 63, Hamilton County, Ohio",302,84,152,54,150,51,40,53,262,76,0,11,0,11,0,11,0,11,0,11,0,11,82,32,54,29,67,36,108,56,8,15,11,17,42,34,46,31,26,26,7,12,0,11,0,11,"28977","20860",23997,6186,11,17,"79800","7739",0,11,0,11,0,11,0,11,0,11,19,17,0,11,14,17,7,11,9,14,18,20,10,16,9,13,0,11,0,11,15,16,15,18,9,14,11,17,0,11,0,11,0,11,0,11,12,20,0,11,16,18,0,11,11,17,27,23,27,24,0,11,6,9,0,11,0,11,25,21,7,11,0,11,0,11,0.928838951310861,0,1,1
"1500000US390610063005",3.9061e+11,"Block Group 5, Census Tract 63, Hamilton County, Ohio",358,173,182,116,176,85,27,42,331,184,0,11,0,11,0,11,0,11,0,11,19,30,94,56,71,49,42,31,41,45,23,36,0,11,46,43,26,38,49,35,40,30,0,11,0,11,"83889","48305",40184,8646,0,11,"194000","91219",13,19,15,23,0,11,0,11,0,11,0,11,0,11,0,11,9,15,20,22,8,14,8,12,0,11,0,11,0,11,0,11,0,11,24,35,0,11,0,11,0,11,0,11,10,16,29,45,0,11,10,15,0,11,43,43,11,18,22,23,8,11,33,39,10,16,0,11,0,11,0,11,0,11,0,11,0.957446808510638,0,0,1
"1500000US390610064001",3.9061e+11,"Block Group 1, Census Tract 64, Hamilton County, Ohio",389,164,155,72,234,137,21,33,368,162,0,11,0,11,0,11,0,11,0,11,0,11,89,66,6,11,149,63,128,76,12,17,35,31,0,11,52,61,31,36,8,13,0,11,0,11,"-","**",22614,6023,13,19,"86600","35513",0,11,0,11,0,11,4,8,0,11,15,24,15,23,0,11,0,11,4,9,14,18,4,9,21,33,5,9,9,14,17,25,6,11,11,18,19,21,0,11,13,21,0,11,42,66,0,11,0,11,0,11,32,52,31,29,0,11,37,57,13,21,12,17,15,22,8,13,6,11,4,8,0,11,9,13,0.866449511400652,0,1,1
"1500000US390610064002",3.9061e+11,"Block Group 2, Census Tract 64, Hamilton County, Ohio",1160,393,424,173,736,268,25,21,1101,391,0,11,0,11,0,11,0,11,34,34,0,11,288,122,57,49,213,84,265,109,42,51,86,79,111,88,18,20,70,58,5,9,0,11,0,11,"30451","17885",12696,2111,31,30,"75000","11042",0,11,0,11,0,11,0,11,25,28,39,64,9,14,0,11,39,58,34,39,71,45,21,34,0,11,30,46,0,11,6,10,6,11,0,11,12,19,30,47,6,11,0,11,7,14,54,53,50,53,16,25,75,56,15,24,94,89,39,31,0,11,41,50,0,11,20,32,13,14,8,13,36,45,0,11,0.792828685258964,0,0.985074626865672,1
"1500000US390610064003",3.9061e+11,"Block Group 3, Census Tract 64, Hamilton County, Ohio",1006,377,512,202,494,218,13,26,982,375,1,2,0,11,0,11,0,11,10,18,1,2,232,93,25,25,169,76,199,84,43,53,48,43,93,70,22,27,64,47,16,25,8,14,12,26,"29427","7296",13904,4397,46,60,"88000","15137",0,11,48,71,48,74,0,11,16,27,0,11,52,63,101,59,0,11,10,16,44,57,22,35,0,11,8,14,13,21,9,17,16,25,45,47,29,27,0,11,0,11,0,11,10,18,11,19,0,11,11,18,61,69,10,17,10,16,120,86,11,18,40,32,27,33,7,11,20,26,23,28,0,11,20,31,0.686141304347826,0,1,1
"1500000US390610064004",3.9061e+11,"Block Group 4, Census Tract 64, Hamilton County, Ohio",827,327,383,169,444,177,136,127,661,273,0,11,0,11,0,11,0,11,30,48,0,11,179,89,92,71,162,84,98,67,26,31,13,20,96,62,122,108,107,68,41,38,0,11,21,31,"40341","30712",25236,8494,37,42,"134000","34409",0,11,5,10,0,11,0,11,16,25,0,11,38,39,9,19,0,11,10,15,69,58,0,11,28,37,0,11,0,11,41,39,6,12,35,54,0,11,0,11,0,11,0,11,7,12,25,40,30,48,29,34,0,11,4,9,9,16,33,27,0,11,9,17,0,11,44,40,46,34,19,22,62,61,32,24,0.882154882154882,0,0.775,1
"1500000US390610065001",3.9061e+11,"Block Group 1, Census Tract 65, Hamilton County, Ohio",947,316,387,127,560,260,361,157,586,289,0,11,0,11,0,11,0,11,0,11,22,39,226,118,129,64,255,98,163,96,62,97,37,44,122,70,32,36,52,51,69,48,0,11,45,35,"29375","19572",26451,8276,0,11,"171000","19904",13,23,18,30,18,31,20,27,15,25,0,11,0,11,29,43,39,42,15,23,59,52,38,44,29,35,19,33,0,11,0,11,21,36,22,36,0,11,0,11,0,11,0,11,63,59,89,104,0,11,0,11,17,28,46,54,0,11,69,49,18,28,52,52,33,50,35,42,21,32,21,35,0,11,25,44,0.817415730337079,0,1,1
"1500000US390610065002",3.9061e+11,"Block Group 2, Census Tract 65, Hamilton County, Ohio",1636,432,883,256,753,197,1270,270,229,118,0,11,45,59,5,11,13,18,74,44,72,37,0,11,0,11,0,11,0,11,0,11,0,11,6,12,0,11,19,30,14,20,0,11,5,11,"-","**",13210,3157,0,11,"-","**",657,187,90,59,46,38,52,42,15,28,0,11,0,11,0,11,2,15,0,11,0,11,0,11,5,12,6,12,5,11,0,11,5,11,0,11,0,11,599,222,67,40,48,46,18,12,6,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,0,0.689221085759245,0
"1500000US390610065003",3.9061e+11,"Block Group 3, Census Tract 65, Hamilton County, Ohio",1068,373,470,173,598,227,483,222,567,338,0,11,0,11,0,11,0,11,18,31,0,11,276,99,152,70,130,70,60,54,0,11,20,31,58,57,0,11,134,78,139,81,52,52,74,44,"31111","21223",31958,14779,81,87,"354700","56214",23,40,0,11,23,40,0,11,0,11,0,11,13,22,14,22,0,11,60,57,35,42,14,22,0,11,0,11,37,46,36,42,17,27,0,11,41,35,0,11,0,11,0,11,59,96,47,61,28,50,14,23,14,23,43,52,0,11,26,42,18,28,30,34,16,25,15,25,37,42,23,36,38,45,23,34,0.84037558685446,0,0,1
"1500000US390610065004",3.9061e+11,"Block Group 4, Census Tract 65, Hamilton County, Ohio",959,280,422,154,537,187,384,234,575,256,0,11,0,11,0,11,0,11,0,11,0,11,237,84,148,68,265,156,210,168,0,11,19,31,101,83,14,22,163,84,131,107,80,71,0,11,"61512","31680",35221,8870,46,66,"146200","107124",0,11,0,11,0,11,0,11,18,34,14,22,0,11,11,20,0,11,153,126,32,40,0,11,43,47,0,11,0,11,20,35,22,36,0,11,20,30,0,11,0,11,22,36,0,11,120,138,51,80,0,11,0,11,11,21,133,83,93,62,0,11,0,11,0,11,0,11,46,51,20,31,0,11,0,11,0.889714993804213,0,1,1
"1500000US390610065005",3.9061e+11,"Block Group 5, Census Tract 65, Hamilton County, Ohio",490,304,287,178,203,137,152,104,316,286,22,32,0,11,0,11,0,11,0,11,0,11,150,100,43,39,17,28,174,195,0,11,0,11,104,81,0,11,27,29,46,46,16,26,0,11,"64453","39809",36745,19607,0,11,"-","**",0,11,0,11,0,11,21,38,34,35,52,55,0,11,0,11,75,105,8,18,14,23,0,11,13,21,0,11,0,11,0,11,16,26,0,11,0,11,0,11,0,11,0,11,24,38,0,11,0,11,0,11,0,11,0,11,0,11,14,24,0,11,13,21,36,42,0,11,75,87,17,28,24,38,0,11,0.938618925831202,0,0,1
"1500000US390610065006",3.9061e+11,"Block Group 6, Census Tract 65, Hamilton County, Ohio",794,311,408,181,386,160,114,125,680,288,0,11,0,11,0,11,0,11,0,11,0,11,281,137,154,108,120,108,73,85,17,28,59,74,202,146,14,23,50,57,72,80,0,11,16,26,"-","**",27114,8715,61,95,"128300","42426",0,11,0,11,0,11,0,11,0,11,68,79,16,25,0,11,17,27,84,101,52,52,0,11,0,11,0,11,50,78,0,11,21,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,144,104,0,11,66,79,0,11,0,11,32,40,0,11,14,23,0,11,0,11,21,32,0,11,0,11,0,11,0.85982905982906,0,0,1
